Input,Coverage,Assembler,Polisher,Id,Gene-number,Isolet,Organism,Genome-Type,metaQuast-version,# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,Reference length,GC (%),Reference GC (%),N50,NG50,N90,NG90,L50,LG50,L90,LG90,# misassemblies,# misassembled contigs,Misassembled contigs length,# local misassemblies,# scaffold gap ext. mis.,# scaffold gap loc. mis.,# unaligned mis. contigs,# unaligned contigs,Unaligned length,Genome fraction (%),Duplication ratio,# N's per 100 kbp,# mismatches per 100 kbp,# indels per 100 kbp,Largest alignment,Total aligned length,NA50,NGA50,NA90,NGA90,LA50,LGA50,LA90,LGA90
voltrax--200x-raven--10.fasta,200,raven,NA,10,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),5,5,5,5,5,12463331,12463331,12463331,12463331,12463331,5,6790910,12463331,4765434,59.19,50.58,6790910,6790910,1320723,6790910,1,1,4,1,25,3,4792537,98,0,0,2,0 + 5 part,8436289,83.063,1.017,0.00,1056.53,138.50,1302083,4024679,-,617057,-,-,-,3,-,-
voltrax--200x-raven--11.fasta,200,raven,NA,11,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4875510,4875510,4875510,4875510,4875510,1,4875510,4875510,4765434,50.70,50.58,4875510,4875510,4875510,4875510,1,1,1,1,5,1,4875510,70,0,0,0,0 + 1 part,390867,93.834,1.002,0.00,571.25,81.46,3574099,4482082,3574099,3574099,266346,266346,1,1,3,3
voltrax--200x-raven--12.fasta,200,raven,NA,12,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),2,2,2,2,2,11814122,11814122,11814122,11814122,11814122,2,6804401,11814122,4765434,59.63,50.58,6804401,6804401,5009721,6804401,1,1,2,1,32,1,5009721,56,0,0,1,0 + 2 part,7984083,79.851,1.007,0.00,570.79,79.97,3667158,3829987,-,3667158,-,-,-,1,-,-
voltrax--200x-raven-medaka--01-polished.fasta,200,raven,medaka,01,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),3,3,3,3,3,6099724,6099724,6099724,6099724,6099724,3,4566901,6099724,4765434,50.91,50.58,4566901,4566901,1374533,4566901,1,1,2,1,25,1,4566901,58,0,0,1,0 + 2 part,2119101,81.001,1.029,0.00,2112.29,287.76,1345569,3972362,199253,423644,-,-,5,3,-,-
voltrax--200x-raven-medaka--02-polished.fasta,200,raven,medaka,02,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),4,4,4,4,4,6345229,6345229,6345229,6345229,6345229,4,2588333,6345229,4765434,50.85,50.58,1992929,2588333,1249176,1992929,2,1,3,2,15,2,3242105,30,0,0,1,0 + 3 part,2367273,81.718,1.021,0.00,1403.96,192.86,748060,3976541,343810,514791,-,-,6,4,-,-
voltrax--200x-raven-medaka--03-polished.fasta,200,raven,medaka,03,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),8,8,8,8,8,6161226,6161226,6161226,6161226,6161226,8,1264055,6161226,4765434,50.93,50.58,1023728,1158916,467350,959673,3,2,6,4,20,3,3382644,40,0,0,4,0 + 7 part,2596175,71.939,1.039,0.00,1755.81,235.52,573069,3562809,58341,230512,-,-,10,6,-,-
voltrax--200x-raven-medaka--04-polished.fasta,200,raven,medaka,04,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),4,4,4,4,4,5362546,5362546,5362546,5362546,5362546,4,3617107,5362546,4765434,50.87,50.58,3617107,3617107,476684,1020759,1,1,3,2,33,2,3865103,63,0,0,0,0 + 3 part,1736878,73.999,1.027,0.00,1501.93,201.78,1166627,3623328,362474,476684,-,-,4,3,-,-
voltrax--200x-raven-medaka--05-polished.fasta,200,raven,medaka,05,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),5,5,5,5,5,5754426,5754426,5754426,5754426,5754426,5,2629345,5754426,4765434,51.03,50.58,1436802,2629345,547784,925629,2,1,4,3,22,2,3554974,73,0,0,1,0 + 4 part,1993947,77.047,1.024,0.00,2031.28,279.19,1341354,3760479,214866,402251,-,-,5,3,-,-
voltrax--200x-raven-medaka--06-polished.fasta,200,raven,medaka,06,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),3,3,3,3,3,6577443,6577443,6577443,6577443,6577443,3,2927192,6577443,4765434,51.10,50.58,2577810,2927192,1072441,2577810,2,1,3,2,7,1,2577810,32,0,0,1,0 + 2 part,2860832,75.934,1.027,0.00,1657.94,228.08,1072441,3715870,42275,917510,-,-,7,3,-,-
voltrax--200x-raven-medaka--07-polished.fasta,200,raven,medaka,07,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),4,4,4,4,4,5288317,5288317,5288317,5288317,5288317,4,1744741,5288317,4765434,50.86,50.58,1577640,1577640,1573432,1573432,2,2,3,3,24,3,4895813,43,0,0,0,0 + 3 part,1144493,84.991,1.023,0.00,937.40,147.95,1159804,4143259,739420,739420,-,-,3,3,-,-
voltrax--200x-raven-medaka--08-polished.fasta,200,raven,medaka,08,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),5,5,5,5,5,7046757,7046757,7046757,7046757,7046757,5,3982323,7046757,4765434,51.26,50.58,3982323,3982323,523804,1287667,1,1,4,2,4,1,1287667,7,0,0,1,0 + 4 part,2710848,87.699,1.038,0.00,1127.06,132.11,1066431,4336576,63938,523804,-,3074,10,4,-,50
voltrax--200x-raven-medaka--09-polished.fasta,200,raven,medaka,09,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),6,6,6,6,6,13030506,13030506,13030506,13030506,13030506,6,6792276,13030506,4765434,58.99,50.58,6792276,6792276,668763,6792276,1,1,4,1,11,1,2046156,30,0,0,2,0 + 5 part,9751586,65.716,1.048,0.00,1645.75,223.64,1028310,3283004,-,229487,-,-,-,4,-,-
voltrax--200x-raven-medaka--10-polished.fasta,200,raven,medaka,10,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),5,5,5,5,5,12497945,12497945,12497945,12497945,12497945,5,6792134,12497945,4765434,59.09,50.58,6792134,6792134,1329448,6792134,1,1,4,1,21,3,4822955,59,0,0,1,0 + 5 part,8657424,79.577,1.012,0.00,1651.21,234.92,1297469,3836163,-,584407,-,-,-,3,-,-
voltrax--200x-raven-medaka--11-polished.fasta,200,raven,medaka,11,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4897078,4897078,4897078,4897078,4897078,1,4897078,4897078,4765434,50.56,50.58,4897078,4897078,4897078,4897078,1,1,1,1,3,1,4897078,35,0,0,0,0 + 1 part,448380,92.687,1.007,0.00,996.20,156.79,3522552,4448024,3522552,3522552,278739,278739,1,1,3,3
voltrax--200x-raven-medaka--12-polished.fasta,200,raven,medaka,12,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),2,2,2,2,2,11836255,11836255,11836255,11836255,11836255,2,6805530,11836255,4765434,59.56,50.58,6805530,6805530,5030725,6805530,1,1,2,1,28,1,5030725,30,0,0,1,0 + 2 part,8049380,78.897,1.007,0.00,1004.31,126.32,3623090,3786391,-,3623090,-,-,-,1,-,-
voltrax--200x-redbean--01.fasta,200,redbean,NA,01,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),21,21,17,11,8,4626431,4626431,4600903,4517155,4409185,21,1269504,4626431,4765434,51.33,50.58,1197342,1197342,102251,53613,2,2,5,6,79,5,3597751,170,0,0,2,0 + 11 part,1809511,58.126,1.017,0.00,2286.49,289.77,164624,2816022,14980,14257,-,-,55,59,-,-
voltrax--200x-redbean--02.fasta,200,redbean,NA,02,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),25,24,21,16,14,5313283,5309711,5287221,5200821,5118509,25,1243281,5313283,4765434,52.49,50.58,529923,1165502,163282,254677,3,2,10,8,68,7,3495626,155,0,0,4,0 + 13 part,2304558,61.839,1.021,0.00,2076.85,285.93,174298,3007680,11289,18428,-,-,66,48,-,-
voltrax--200x-redbean--03.fasta,200,redbean,NA,03,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),24,24,19,14,13,10351958,10351958,10317694,10234614,10207244,24,2466965,10351958,4765434,59.50,50.58,1358508,2466965,533758,1358508,3,1,8,3,74,5,3382916,161,0,0,5,0 + 12 part,7461514,59.676,1.016,0.00,2434.44,325.73,134174,2890115,-,13310,-,-,-,67,-,-
voltrax--200x-redbean--04.fasta,200,redbean,NA,04,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),20,20,16,11,10,10156674,10156674,10125480,10051413,10003956,20,3991460,10156674,4765434,60.03,50.58,1949757,3991460,369124,1949757,2,1,6,2,73,6,2943805,127,0,0,3,0 + 11 part,7682962,51.453,1.007,0.00,2318.46,288.39,164352,2468530,-,4135,-,-,-,103,-,-
voltrax--200x-redbean--05.fasta,200,redbean,NA,05,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),17,17,14,10,10,10379607,10379607,10359650,10300482,10300482,17,3314180,10379607,4765434,58.81,50.58,1948029,3314180,574524,1948029,2,1,6,2,63,3,2966812,144,0,0,4,0 + 9 part,7503381,59.712,1.010,0.00,2560.58,319.32,166097,2875212,-,9454,-,-,-,72,-,-
voltrax--200x-redbean--06.fasta,200,redbean,NA,06,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),29,29,22,14,10,5001443,5001443,4949385,4828477,4700704,29,1234654,5001443,4765434,51.21,50.58,864145,864145,91599,166720,3,3,8,6,55,4,2917249,106,0,0,5,0 + 10 part,1968304,61.295,1.038,0.00,1838.59,227.93,296739,3032974,12252,16112,-,-,58,49,-,-
voltrax--200x-redbean--07.fasta,200,redbean,NA,07,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),32,32,27,20,19,10380209,10380209,10343852,10237229,10189513,32,5322399,10380209,4765434,58.86,50.58,5322399,5322399,120279,5322399,1,1,9,1,69,8,3184102,161,0,0,5,0 + 18 part,7314884,63.582,1.011,0.00,2253.16,311.31,158734,3064146,-,13740,-,-,-,53,-,-
voltrax--200x-redbean--08.fasta,200,redbean,NA,08,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),27,26,23,19,15,11898180,11893199,11873818,11788392,11652743,27,6784465,11898180,4765434,59.81,50.58,6784465,6784465,200154,6784465,1,1,7,1,95,8,3735425,199,0,0,4,0 + 13 part,8932357,59.532,1.045,0.00,2590.19,346.93,161524,2965420,-,15497,-,-,-,63,-,-
voltrax--200x-redbean--09.fasta,200,redbean,NA,09,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),30,29,20,13,9,6349609,6345444,6280115,6183450,6032382,30,1412881,6349609,4765434,54.28,50.58,1041362,1257920,297838,957141,3,2,7,4,107,6,4612128,202,0,0,1,0 + 12 part,3144179,65.251,1.030,0.00,2251.31,272.88,172237,3202486,3250,22698,-,-,122,45,-,-
voltrax--200x-redbean--10.fasta,200,redbean,NA,10,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),17,17,15,10,9,8128069,8128069,8111675,8033440,7985687,17,2982770,8128069,4765434,57.81,50.58,1271814,2982770,678162,980848,2,1,6,3,96,3,4307615,192,0,0,4,0 + 10 part,5448505,55.801,1.007,0.00,2458.01,294.49,157268,2678508,-,13815,-,-,-,62,-,-
voltrax--200x-redbean--11.fasta,200,redbean,NA,11,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),27,26,20,13,12,6878536,6874673,6832309,6721511,6688481,27,1942512,6878536,4765434,55.56,50.58,992643,1109540,168383,827243,3,2,8,4,94,7,4297983,218,0,0,3,0 + 15 part,3913741,61.420,1.013,0.00,2334.29,291.83,168383,2964753,-,18255,-,-,-,49,-,-
voltrax--200x-redbean--12.fasta,200,redbean,NA,12,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),19,19,17,13,10,8467183,8467183,8454321,8393455,8287053,19,2471930,8467183,4765434,57.96,50.58,1260390,2471930,529883,1260390,3,1,6,3,91,5,3767223,188,0,0,2,0 + 10 part,5690125,57.769,1.009,0.00,2485.94,324.30,163567,2777057,-,13675,-,-,-,64,-,-
voltrax--200x-redbean-medaka--01-polished.fasta,200,redbean,medaka,01,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),19,19,16,11,9,10455603,10455603,10435779,10364295,10284512,19,5224689,10455603,4765434,59.59,50.58,1280096,5224689,674429,5224689,2,1,5,1,38,3,2536569,36,0,0,3,0 + 9 part,7993620,51.291,1.009,0.00,3180.83,412.36,165745,2465805,-,6323,-,-,-,80,-,-
voltrax--200x-redbean-medaka--02-polished.fasta,200,redbean,medaka,02,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),24,23,20,16,14,7923055,7919497,7898109,7835724,7753411,24,2680752,7923055,4765434,57.01,50.58,1173606,2680752,256467,1173606,3,1,9,3,28,4,1903147,36,0,0,6,0 + 11 part,5340776,53.628,1.010,0.00,2844.08,343.41,164135,2582314,-,8260,-,-,-,62,-,-
voltrax--200x-redbean-medaka--03-polished.fasta,200,redbean,medaka,03,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),21,21,16,11,10,4907585,4907585,4873301,4790230,4762867,21,1368199,4907585,4765434,51.02,50.58,703371,1059256,223536,223536,3,2,6,6,21,1,1368199,22,0,0,6,0 + 7 part,2496110,49.908,1.014,0.00,3376.51,427.90,129835,2411542,-,3218,-,-,-,107,-,-
voltrax--200x-redbean-medaka--04-polished.fasta,200,redbean,medaka,04,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),20,20,16,11,10,8947085,8947085,8916287,8843846,8796394,20,3991968,8947085,4765434,59.03,50.58,1155509,3991968,372148,1155509,2,1,6,2,4,2,453762,10,0,0,5,0 + 8 part,6737517,46.174,1.009,0.00,2842.71,360.04,164258,2219188,-,-,-,-,-,-,-,-
voltrax--200x-redbean-medaka--05-polished.fasta,200,redbean,medaka,05,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),15,15,13,9,9,7083778,7083778,7072011,7013415,7013415,15,1945191,7083778,4765434,55.12,50.58,1655366,1655366,576964,1325315,2,2,5,3,9,1,576964,5,0,0,5,0 + 7 part,4580962,51.962,1.012,0.00,3149.73,426.08,166237,2505164,-,5872,-,-,-,93,-,-
voltrax--200x-redbean-medaka--06-polished.fasta,200,redbean,medaka,06,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),28,28,20,13,10,11637873,11637873,11580694,11474587,11381978,28,6779717,11637873,4765434,59.79,50.58,6779717,6779717,499198,6779717,1,1,5,1,27,2,1632838,22,0,0,4,0 + 7 part,8867811,56.740,1.024,0.00,2667.24,330.52,303132,2767731,-,12946,-,-,-,58,-,-
voltrax--200x-redbean-medaka--07-polished.fasta,200,redbean,medaka,07,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),27,27,23,17,16,4869594,4869594,4842052,4760681,4712964,27,1097792,4869594,4765434,50.93,50.58,870130,870130,82461,93661,3,3,11,10,25,4,1464764,25,0,0,5,0 + 10 part,2099906,57.369,1.013,0.00,2913.37,368.48,140582,2770059,12931,13268,-,-,62,58,-,-
voltrax--200x-redbean-medaka--08-polished.fasta,200,redbean,medaka,08,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),26,26,23,19,15,11913507,11913507,11893570,11808057,11671861,26,6785618,11913507,4765434,59.66,50.58,6785618,6785618,201710,6785618,1,1,7,1,11,2,563909,7,0,0,7,0 + 13 part,9447452,50.911,1.017,0.00,3018.82,388.01,161740,2467947,-,4015,-,-,-,103,-,-
voltrax--200x-redbean-medaka--09-polished.fasta,200,redbean,medaka,09,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),27,26,18,13,9,5799340,5795177,5737710,5672934,5521885,27,1422947,5799340,4765434,52.97,50.58,959414,1048368,297236,561877,3,2,7,5,12,2,908476,9,0,0,4,0 + 9 part,2965971,58.734,1.013,0.00,2826.08,376.80,188576,2835692,-,15107,-,-,-,59,-,-
voltrax--200x-redbean-medaka--10-polished.fasta,200,redbean,medaka,10,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),12,12,11,7,7,6531708,6531708,6522951,6465303,6465303,12,3005433,6531708,4765434,55.53,50.58,1270684,3005433,678425,987088,2,1,4,3,55,1,3005433,40,0,0,3,0 + 5 part,4172467,49.066,1.010,0.00,3458.32,445.85,133508,2360884,-,-,-,-,-,-,-,-
voltrax--200x-redbean-medaka--11-polished.fasta,200,redbean,medaka,11,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),23,22,17,12,11,6716352,6712498,6680275,6603804,6570788,23,1943302,6716352,4765434,55.36,50.58,998038,1110028,270526,833465,3,2,7,4,36,4,1940101,18,0,0,4,0 + 8 part,4000295,56.525,1.008,0.00,2848.59,382.80,168420,2716047,-,12254,-,-,-,59,-,-
voltrax--200x-redbean-medaka--12-polished.fasta,200,redbean,medaka,12,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),19,19,16,11,9,4867304,4867304,4849242,4763387,4685230,19,1295248,4867304,4765434,50.94,50.58,1253252,1253252,120057,338330,2,2,6,5,31,2,1786676,37,0,0,5,0 + 8 part,2419348,50.535,1.016,0.00,3387.93,438.99,163855,2447662,2122,4004,-,-,108,92,-,-
voltrax--200x-redbean-wtpoa--01.fasta,200,redbean,wtpoa,01,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),18,18,15,10,7,4568881,4568881,4549063,4480112,4374102,18,1286328,4568881,4765434,51.46,50.58,1192948,1192948,631447,52258,2,2,4,6,68,3,3537819,65,0,0,2,0 + 8 part,2035587,52.625,1.010,0.00,1502.27,205.81,139071,2532972,12336,7787,-,-,59,69,-,-
voltrax--200x-redbean-wtpoa--02.fasta,200,redbean,wtpoa,02,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),22,21,19,15,13,4876326,4872754,4856373,4793973,4711649,22,1273007,4876326,4765434,51.27,50.58,1177430,1177430,105420,164223,2,2,10,9,28,4,1988863,46,0,0,5,0 + 9 part,2114932,57.532,1.007,0.00,1234.80,168.76,164223,2761261,11064,12228,-,-,60,55,-,-
voltrax--200x-redbean-wtpoa--03.fasta,200,redbean,wtpoa,03,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),21,21,16,11,10,6171697,6171697,6137955,6055041,6027669,21,1402370,6171697,4765434,54.99,50.58,1045848,1371451,530960,704244,3,2,6,4,29,2,1591702,39,0,0,4,0 + 8 part,3614313,53.150,1.010,0.00,1552.54,204.46,129394,2557430,-,6191,-,-,-,92,-,-
voltrax--200x-redbean-wtpoa--04.fasta,200,redbean,wtpoa,04,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),18,18,14,9,8,4260830,4260830,4231017,4158643,4111186,18,1158234,4260830,4765434,51.47,50.58,1153765,871316,164356,-,2,3,6,-,6,2,451141,10,0,0,4,0 + 6 part,2003638,47.245,1.005,0.00,1489.11,215.97,164356,2262832,4431,-,-,-,101,-,-,-
voltrax--200x-redbean-wtpoa--05.fasta,200,redbean,wtpoa,05,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),15,15,13,9,9,7061967,7061967,7049996,6991452,6991452,15,1946977,7061967,4765434,55.45,50.58,1642971,1642971,571531,1329580,2,2,5,3,16,1,1076891,23,0,0,4,0 + 7 part,4561472,52.230,1.005,0.00,1593.29,213.05,166049,2501242,-,4694,-,-,-,105,-,-
voltrax--200x-redbean-wtpoa--06.fasta,200,redbean,wtpoa,06,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),26,26,19,12,9,4843890,4843890,4794258,4689862,4597404,26,1237358,4843890,4765434,51.32,50.58,863079,863079,166729,166729,3,3,6,6,28,2,1643792,33,0,0,3,0 + 6 part,2073005,57.022,1.020,0.00,1323.95,184.72,302564,2771174,12498,13050,-,-,55,52,-,-
voltrax--200x-redbean-wtpoa--07.fasta,200,redbean,wtpoa,07,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),27,27,23,17,16,4863353,4863353,4835777,4755084,4707368,27,1101815,4863353,4765434,51.37,50.58,865392,865392,81670,93597,3,3,11,10,34,5,1666206,38,0,0,5,0 + 10 part,2023182,59.080,1.009,0.00,1405.02,220.81,161331,2839609,11560,12584,-,-,66,62,-,-
voltrax--200x-redbean-wtpoa--08.fasta,200,redbean,wtpoa,08,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),26,25,23,19,15,11886925,11882008,11868420,11784111,11647592,26,6784214,11886925,4765434,59.84,50.58,6784214,6784214,200077,6784214,1,1,7,1,30,4,1267024,21,0,0,7,0 + 12 part,9214880,54.368,1.031,0.00,1619.52,236.17,161541,2670911,-,7677,-,-,-,89,-,-
voltrax--200x-redbean-wtpoa--09.fasta,200,redbean,wtpoa,09,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),28,26,18,12,8,5108879,5100496,5042035,4965934,4814850,28,1466267,5108879,4765434,51.37,50.58,956093,1037506,292526,344953,3,2,6,5,64,4,3403933,68,0,0,3,0 + 10 part,2125756,61.384,1.020,0.00,1469.10,214.64,178075,2983110,14175,20415,-,-,56,45,-,-
voltrax--200x-redbean-wtpoa--10.fasta,200,redbean,wtpoa,10,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),11,11,10,6,6,5340546,5340546,5331816,5273942,5273942,11,3050116,5340546,4765434,53.41,50.58,3050116,3050116,342025,678522,1,1,4,3,92,3,4418296,88,0,0,0,0 + 4 part,2801163,53.108,1.003,0.00,1659.62,201.39,109839,2538409,-,10810,-,-,-,65,-,-
voltrax--200x-redbean-wtpoa--11.fasta,200,redbean,wtpoa,11,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),25,24,19,13,12,6856938,6853080,6820421,6726898,6693867,25,1942269,6856938,4765434,55.56,50.58,997114,1110999,168603,825076,3,2,8,4,52,5,2852909,61,0,0,4,0 + 12 part,4015777,59.268,1.006,0.00,1401.62,223.38,183844,2840933,-,14981,-,-,-,53,-,-
voltrax--200x-redbean-wtpoa--12.fasta,200,redbean,wtpoa,12,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),18,18,15,10,8,4740108,4740108,4721857,4635796,4557497,18,1277236,4740108,4765434,51.52,50.58,1245103,1245103,332653,119987,2,2,5,6,69,3,3413170,70,0,0,3,0 + 8 part,2202659,52.764,1.009,0.00,1741.45,230.33,160761,2537253,6610,6494,-,-,81,83,-,-
voltrax--200x-redbean-wtpoa-medaka--01-polished.fasta,200,redbean,wtpoa-medaka,01,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),18,18,15,11,9,9292621,9292621,9272817,9216542,9136841,18,4057545,9292621,4765434,49.05,50.58,1296416,4057545,635904,1296416,2,1,6,2,38,2,2497906,32,0,0,4,0 + 8 part,6821478,51.352,1.012,0.00,3282.88,407.26,138222,2475325,-,6602,-,-,-,75,-,-
voltrax--200x-redbean-wtpoa-medaka--02-polished.fasta,200,redbean,wtpoa-medaka,02,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),23,22,20,16,14,7956889,7953331,7936964,7874573,7792260,23,2680801,7956889,4765434,57.01,50.58,1184782,2680801,255395,1184782,3,1,9,3,28,4,1914291,32,0,0,4,0 + 10 part,5415343,52.948,1.008,0.00,2754.39,341.31,164128,2542558,-,7467,-,-,-,66,-,-
voltrax--200x-redbean-wtpoa-medaka--03-polished.fasta,200,redbean,wtpoa-medaka,03,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),20,20,15,11,10,4902414,4902414,4868742,4796053,4768690,20,1382360,4902414,4765434,51.09,50.58,708808,1054574,222130,222130,3,2,6,6,22,1,1382360,23,0,0,6,0 + 7 part,2527138,49.316,1.012,0.00,3341.41,384.51,129850,2379118,-,-,-,-,-,-,-,-
voltrax--200x-redbean-wtpoa-medaka--04-polished.fasta,200,redbean,wtpoa-medaka,04,NA,Escherichia_coli_chromosome,Escherichia coli,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),20,20,16,11,10,8985699,8985699,8955843,8883469,8836017,20,3991883,8985699,4765434,59.04,50.58,1160087,3991883,372922,1160087,2,1,6,2,5,2,454563,13,0,0,5,0 + 8 part,6804135,45.573,1.007,0.00,2816.49,360.11,164449,2187653,-,-,-,-,-,-,-,-
